limit_bal,sex,education,marriage,age,pay_amt6,default_payment_next_month
500000,2,2,2,43,1572,0
170000,2,3,3,56,614,0
60000,1,1,2,25,2000,0
130000,2,3,1,28,0,0
20000,2,2,2,27,0,0
20000,2,2,1,32,616,1
420000,1,2,1,34,20000,0
20000,1,1,2,24,1069,0
80000,1,2,2,25,6305,0
210000,2,2,2,32,5000,0
240000,2,2,2,26,500,0
180000,2,1,2,29,5114,0
130000,2,3,2,49,0,1
200000,1,1,2,32,2500,0
360000,1,1,2,28,16071,0
50000,2,2,2,22,0,0
130000,1,3,1,56,0,1
150000,1,3,2,39,0,0
10000,1,2,2,37,0,0
30000,1,2,2,47,0,0
50000,2,3,2,26,361,0
250000,2,2,1,75,1184,0
380000,1,2,2,34,4400,0
60000,2,1,2,27,200,0
360000,2,1,2,26,2963,0
50000,2,2,1,31,1047,1
200000,2,1,1,34,300,1
30000,2,2,1,25,1000,0
370000,1,1,2,50,4699,0
220000,1,2,1,40,1863,0
60000,2,2,2,22,617,0
200000,2,1,1,34,300,1
110000,2,3,0,31,8954,0
100000,2,1,2,24,330,0
80000,2,2,2,22,2000,0
170000,2,1,2,28,5656,1
50000,1,1,2,29,0,1
290000,2,1,2,37,0,0
30000,2,2,3,22,2500,0
30000,2,3,1,46,0,0
440000,2,2,1,46,2701,0
140000,2,1,2,27,5600,0
40000,1,2,2,23,0,0
270000,2,1,2,28,15000,0
90000,2,2,1,40,0,0
130000,1,3,1,56,0,1
230000,2,3,1,32,5000,0
200000,1,1,2,31,100,0
150000,1,1,2,33,8399,0
280000,1,2,1,39,3519,1
500000,2,2,1,54,51582,0
200000,1,1,2,28,10000,0
60000,2,1,2,28,7000,0
50000,1,1,2,26,0,0
160000,1,1,2,34,3013,0
50000,1,3,2,37,0,1
140000,2,2,2,26,3304,1
120000,1,1,1,34,450,0
160000,2,2,2,60,0,1
50000,1,2,2,26,649,1
80000,2,2,2,24,2200,0
200000,2,1,2,31,1103,0
20000,1,2,1,37,782,0
110000,2,2,1,40,3800,0
170000,1,3,2,38,5000,0
50000,1,2,2,30,2000,0
360000,2,1,1,45,390,1
320000,1,1,1,49,50000,0
90000,2,1,2,23,4000,0
390000,2,1,2,45,3,0
210000,1,1,2,29,0,1
140000,1,1,2,32,0,0
80000,2,2,1,36,2198,0
310000,1,2,1,44,2653,0
500000,2,2,1,36,0,0
360000,2,2,2,53,8736,0
60000,2,2,2,29,420,0
500000,2,3,1,38,5391,0
50000,2,1,2,26,316,0
450000,1,1,1,40,0,1
140000,2,1,1,51,2132,0
170000,2,2,1,33,4500,0
20000,2,2,1,32,616,1
350000,1,1,2,41,0,0
40000,2,3,1,43,1000,0
90000,2,2,2,29,3000,0
210000,2,3,1,53,0,0
130000,2,2,1,33,4000,0
210000,1,3,1,45,10478,1
260000,1,1,1,34,291,0
180000,1,2,1,34,2440,0
110000,2,4,2,24,4000,0
150000,1,1,1,40,4200,0
20000,1,2,2,24,0,0
80000,1,1,2,35,2418,0
90000,2,1,2,27,0,0
20000,1,5,2,22,0,0
230000,2,2,1,30,2959,1
50000,2,3,1,22,197,0
110000,1,2,2,29,2000,1
50000,1,3,1,46,2000,0
30000,2,2,1,32,4985,0
160000,1,1,2,34,3013,0
230000,2,2,2,38,2213,0
120000,2,2,1,32,5120,0
500000,2,3,1,38,5391,0
40000,1,1,2,27,2078,1
240000,1,1,2,46,12000,0
150000,1,1,2,33,8399,0
180000,2,2,1,32,2000,1
60000,1,3,1,31,0,1
120000,1,2,1,44,0,0
120000,2,2,2,25,4400,0
20000,2,1,2,22,1000,0
280000,2,2,1,56,6321,0
50000,2,1,2,24,1400,0
20000,2,2,1,32,616,1
140000,2,2,2,26,3304,1
140000,2,3,1,46,5000,0
20000,2,2,2,23,4,0
180000,1,1,2,27,0,1
180000,2,2,2,35,0,0
80000,2,1,2,29,0,0
270000,2,1,1,40,0,0
50000,1,2,2,23,1004,1
360000,1,1,1,51,0,0
30000,1,6,1,53,0,0
150000,1,1,1,40,4200,0
120000,1,1,2,34,0,0
80000,2,3,2,35,2000,0
30000,1,3,1,45,0,0
230000,2,3,1,32,5000,0
240000,1,1,2,37,65935,0
50000,1,2,2,27,390,0
30000,2,2,2,22,1560,0
500000,2,2,2,43,528666,0
50000,1,2,2,26,649,1
50000,2,1,2,24,1400,0
120000,2,2,2,35,240,1
150000,1,1,2,33,8399,0
60000,2,1,2,28,0,0
20000,1,1,2,29,330,0
180000,1,2,2,39,0,0
380000,1,1,2,43,0,1
90000,2,1,2,34,2000,0
110000,2,4,2,24,4000,0
210000,2,3,2,31,0,0
270000,2,2,1,32,0,1
450000,1,1,2,38,6728,0
260000,1,1,1,41,10000,0
50000,2,1,2,30,1000,0
70000,1,3,2,42,1500,1
500000,2,2,2,43,528666,0
150000,2,3,1,34,0,0
80000,1,2,1,32,5002,0
50000,1,2,1,44,1261,0
200000,2,2,1,32,10190,0
270000,1,2,1,44,31031,0
300000,2,2,1,27,0,0
30000,1,1,1,27,0,1
110000,2,2,2,36,2200,0
70000,1,1,2,27,1000,0
260000,1,1,2,44,316,0
420000,2,2,2,31,2324,0
110000,2,2,2,26,0,0
440000,2,2,1,46,2701,0
240000,1,1,2,41,924,0
180000,1,2,1,36,0,1
60000,2,3,3,42,2000,0
30000,2,1,1,31,1623,0
100000,1,1,2,35,47970,0
20000,2,2,1,27,2011,0
50000,2,3,1,39,9100,0
80000,2,2,2,48,2000,0
110000,2,2,2,32,3000,0
150000,1,1,2,33,6000,0
90000,2,1,2,34,2000,0
80000,2,2,2,23,0,0
200000,2,2,1,58,185652,0
100000,1,2,1,29,0,0
100000,2,1,2,48,3000,0
10000,1,2,2,22,2500,1
400000,1,1,2,37,3768,0
270000,1,2,1,44,31031,0
300000,2,3,1,34,5500,1
60000,1,2,2,25,2435,0
50000,2,2,2,27,1100,0
50000,1,2,2,36,0,0
50000,1,2,2,23,2400,0
70000,2,2,2,36,2000,0
20000,2,3,1,41,1000,1
330000,2,1,1,31,0,0
360000,2,2,1,48,4100,0
110000,2,2,1,40,3800,0
30000,1,1,2,28,0,0
70000,1,3,2,42,1500,1
150000,1,1,2,33,6000,0
50000,2,3,1,22,197,0
70000,2,2,2,24,2000,0
410000,2,2,2,27,5350,0
260000,1,1,1,34,291,0
200000,1,1,1,43,4902,0
10000,1,2,2,22,500,0
20000,2,1,2,25,2000,1
500000,2,3,1,28,2000,1
20000,2,3,2,24,4739,0
40000,2,1,2,30,0,0
120000,1,1,2,27,3500,0
240000,2,2,1,37,6000,0
70000,1,1,3,57,1451,0
70000,2,2,2,36,2000,0
220000,2,2,2,27,153504,0
50000,2,2,1,36,0,0
80000,2,2,2,24,2200,0
260000,2,3,1,53,459,0
100000,2,2,1,43,2111,0
290000,1,1,1,53,8546,1
80000,2,2,2,23,426,0
240000,1,1,2,44,7000,1
50000,1,2,2,30,0,0
120000,1,3,1,33,0,1
60000,2,1,2,27,200,0
180000,2,3,0,45,0,0
140000,2,1,2,37,0,0
70000,1,1,2,27,1000,0
80000,2,2,1,23,1,0
80000,2,2,1,32,0,0
20000,2,2,2,40,0,0
20000,1,2,1,34,1000,1
150000,1,1,2,41,472,1
80000,2,2,2,40,2000,0
100000,2,2,1,38,1500,1
80000,2,2,1,32,0,0
340000,2,1,2,27,50000,0
80000,2,1,2,37,4000,0
180000,1,2,2,29,0,0
180000,2,2,2,31,1576,0
500000,2,1,1,38,600,0
200000,2,1,1,35,679,0
210000,2,1,2,30,909,0
30000,2,2,3,22,2500,0
250000,2,2,1,31,4400,0
180000,2,2,1,38,5000,0
390000,1,2,2,28,5042,0
170000,2,2,2,27,0,1
20000,1,2,2,24,0,0
20000,1,2,2,25,0,1
50000,2,1,1,34,1000,0
140000,2,3,1,28,1000,0
470000,1,2,2,33,51305,0
80000,2,2,2,34,0,0
230000,2,1,2,28,3000,0
50000,2,1,2,23,2512,0
140000,1,1,1,34,5504,0
360000,2,2,2,28,0,1
90000,2,2,2,24,102,0
160000,2,2,2,25,0,0
50000,1,3,1,33,697,0
260000,2,1,2,36,0,1
510000,2,1,2,29,65000,0
290000,2,1,2,29,0,1
200000,2,3,2,30,4500,0
160000,2,2,1,33,0,0
500000,1,3,1,39,12022,0
180000,2,1,2,24,0,0
70000,1,3,1,51,2100,1
700000,2,1,1,39,17785,0
30000,1,3,3,54,0,0
70000,1,1,2,27,0,0
310000,1,2,1,44,2653,0
140000,2,1,1,36,0,0
60000,1,3,1,38,0,0
50000,2,2,1,61,1039,0
260000,2,1,2,58,0,1
240000,1,1,2,29,6100,0
200000,2,1,2,29,1000,0
60000,2,2,2,23,835,0
150000,2,3,1,34,0,0
180000,1,1,2,27,0,1
200000,2,1,1,34,300,1
100000,2,1,2,28,3000,1
50000,2,2,2,22,1000,0
30000,1,1,2,41,1250,0
60000,2,2,2,29,420,0
30000,2,1,2,56,7024,0
30000,2,3,2,26,1500,0
120000,2,2,2,26,738,0
180000,2,2,1,30,1000,0
10000,1,2,2,24,0,0
320000,1,1,2,27,3031,0
320000,1,1,1,47,516,0
360000,2,2,1,37,4268,0
140000,2,1,2,26,7004,0
500000,2,1,1,34,15816,0
420000,1,2,1,34,20000,0
300000,2,1,1,36,3000,0
260000,1,2,2,30,2003,0
360000,2,2,2,52,789,0
240000,2,2,2,44,0,1
50000,2,1,2,26,316,0
220000,1,2,1,40,1863,0
360000,2,1,1,34,4230,0
200000,1,1,1,57,1000,1
50000,1,2,2,24,1000,0
30000,1,3,1,45,0,0
510000,2,1,2,29,65000,0
110000,2,1,1,48,0,0
400000,2,2,1,44,2800,0
320000,2,1,1,41,3510,0
180000,2,2,1,38,5000,0
50000,2,1,2,26,316,0
140000,2,1,1,36,0,0
20000,2,3,2,24,3200,0
170000,1,2,2,31,3000,0
20000,1,1,2,40,0,0
500000,2,3,1,28,2000,1
180000,2,2,1,32,2000,1
480000,1,1,1,63,24200,0
330000,2,3,2,45,11678,0
10000,1,3,2,23,175,0
160000,1,1,2,30,50000,0
120000,1,1,2,32,0,1
210000,2,2,1,33,546,0
90000,2,2,2,32,0,0
30000,2,1,2,27,0,0
170000,2,2,2,27,0,1
200000,2,3,2,47,6836,1
230000,2,1,2,37,0,0
140000,1,1,2,32,0,0
140000,1,1,1,45,1495,0
90000,2,1,2,23,4000,0
220000,1,2,1,40,1863,0
20000,2,2,2,46,0,0
80000,1,2,2,29,1000,0
320000,1,1,1,47,516,0
200000,1,1,2,39,0,0
200000,1,2,1,38,0,1
350000,1,1,2,41,0,0
30000,2,1,1,31,1623,0
450000,2,1,2,41,1900,0
210000,1,1,2,38,2502,0
200000,1,1,2,39,0,0
50000,2,2,3,30,1600,1
50000,2,3,1,39,9100,0
80000,1,1,2,31,390,0
50000,1,1,2,26,0,0
350000,1,1,1,38,0,0
370000,2,1,2,38,0,0
120000,1,3,1,33,0,1
500000,1,1,2,36,17397,1
70000,1,2,2,30,0,1
60000,1,3,1,55,1500,0
200000,1,1,1,53,5000,1
180000,2,1,2,36,6915,0
270000,2,2,1,56,3900,0
280000,2,1,1,36,2000,0
180000,2,1,2,27,3333,0
80000,1,2,2,29,1000,0
270000,1,1,2,34,1712,0
50000,2,3,1,46,654,0
20000,1,2,2,24,0,0
200000,2,2,1,29,5000,1
50000,2,2,2,23,18300,1
320000,1,1,2,28,3000,0
30000,2,3,2,26,1500,0
160000,2,3,1,51,23250,0
100000,1,1,1,47,2380,0
240000,1,1,2,46,12000,0
180000,1,2,2,39,0,0
30000,2,1,2,56,7024,0
50000,1,2,1,41,618,0
170000,2,2,2,33,0,0
300000,2,1,1,45,291,0
50000,1,1,2,24,2130,0
400000,1,2,2,37,2005,0
630000,2,2,1,47,4981,0
80000,2,3,2,35,2000,0
170000,1,1,1,53,361,0
200000,2,3,2,30,4500,0
80000,2,2,2,25,2000,1
280000,1,1,2,31,6288,0
80000,1,1,2,25,14000,0
50000,1,2,2,26,649,1
200000,2,1,1,37,2370,0
320000,1,2,2,29,1600,1
100000,1,3,2,49,0,0
220000,1,1,2,38,7009,1
280000,1,2,1,41,5000,0
50000,1,2,2,33,716,1
90000,2,2,2,29,3000,0
200000,2,3,0,51,390,0
260000,2,1,2,51,3640,0
80000,2,2,2,22,2000,0
180000,1,2,1,45,1500,1
120000,1,1,2,27,3500,0
80000,2,3,1,49,7990,0
30000,2,2,2,24,0,0
60000,2,1,2,26,0,0
160000,1,1,2,30,50000,0
280000,2,1,2,39,0,0
160000,2,1,2,28,10000,0
210000,2,2,1,33,546,0
50000,2,1,2,22,0,0
30000,2,2,1,43,800,0
130000,2,3,2,29,13899,0
280000,1,2,1,41,5000,0
170000,1,2,2,31,3000,0
50000,1,1,1,56,1017,1
470000,1,2,2,27,10367,0
120000,2,1,3,44,0,0
170000,2,2,2,27,6200,0
120000,1,2,2,26,5000,0
50000,2,2,1,31,1047,1
50000,2,3,2,30,1012,0
150000,2,2,2,27,2529,0
200000,1,1,1,52,396,0
630000,2,2,1,47,4981,0
260000,2,2,1,33,2000,0
360000,1,2,2,38,105700,0
230000,2,2,2,38,2213,0
250000,1,1,2,29,3000,0
230000,2,1,1,35,0,0
210000,2,2,1,41,419,1
50000,2,2,2,22,1000,0
50000,2,3,1,35,640,0
50000,1,2,2,23,1004,1
230000,2,3,2,30,0,0
150000,2,1,2,29,0,0
460000,1,1,1,40,0,1
120000,2,1,2,34,2037,0
110000,2,2,2,33,102,1
110000,2,2,2,36,2200,0
30000,1,2,2,25,0,1
260000,2,1,1,34,7725,0
110000,2,1,2,24,3000,0
360000,2,2,2,39,9004,0
80000,1,1,2,35,2418,0
150000,2,1,2,29,5000,0
240000,2,2,1,33,8000,0
240000,2,2,2,38,563,0
180000,2,2,2,31,1576,0
50000,2,2,1,49,1064,0
130000,2,2,1,34,2000,0
160000,2,1,1,33,1145,0
120000,2,2,2,26,738,0
390000,2,1,2,45,3,0
20000,2,2,2,21,0,0
200000,2,2,1,39,2620,0
120000,1,1,2,32,0,1
150000,1,1,1,40,4200,0
50000,2,3,1,51,0,1
80000,2,2,1,36,1035,0
30000,1,2,1,35,0,0
140000,2,2,1,42,5000,1
50000,2,2,2,22,0,1
30000,2,2,1,36,1500,1
90000,2,2,1,35,2000,0
140000,2,2,1,42,5000,1
170000,2,1,2,31,398,1
90000,1,2,2,33,6537,0
380000,1,2,2,34,4400,0
200000,1,1,2,39,0,0
160000,2,1,1,33,1145,0
20000,1,2,2,23,104,0
20000,2,1,2,22,1600,0
180000,1,1,1,46,7000,0
10000,1,2,2,22,2500,1
20000,2,1,2,23,0,0
320000,2,1,1,41,3510,0
70000,2,3,1,50,690,0
70000,1,2,2,30,0,1
50000,1,3,2,37,0,1
60000,2,1,2,27,846,1
210000,2,1,2,30,909,0
150000,2,2,1,34,0,0
60000,2,1,2,26,0,0
30000,1,2,1,48,2244,0
30000,1,2,1,35,0,0
170000,2,1,2,28,5656,1
80000,2,2,1,36,2198,0
30000,1,2,2,28,0,1
90000,2,2,1,40,0,0
20000,2,2,2,21,0,0
330000,2,2,2,29,519,0
180000,2,1,2,27,3333,0
180000,1,2,2,26,62,1
140000,2,3,1,30,5200,0
80000,2,3,2,35,2000,0
280000,1,2,1,42,5600,0
20000,1,1,2,24,1069,0
130000,2,1,1,33,0,1
100000,1,2,1,27,50000,0
20000,1,2,2,25,0,1
240000,1,1,2,41,924,0
200000,2,3,1,49,3000,1
200000,1,1,2,31,5300,0
10000,1,2,2,37,0,0
50000,1,1,2,26,0,0
140000,2,2,2,24,0,0
20000,2,3,2,49,1000,1
150000,1,2,1,43,5334,0
110000,2,1,2,27,2800,0
80000,2,3,2,53,2000,0
50000,1,1,2,39,2000,0
20000,1,5,2,22,0,0
150000,1,2,2,35,0,0
140000,1,1,1,45,1495,0
500000,2,1,2,26,0,0
610000,2,1,2,31,2000,0
50000,2,1,1,32,2000,1
20000,1,2,1,46,319,0
230000,2,1,2,29,0,0
160000,2,1,1,37,316,0
30000,1,3,1,59,0,1
140000,1,2,2,26,5400,1
30000,1,2,2,29,0,0
80000,2,2,2,24,2200,0
450000,2,1,1,40,1128,1
380000,1,1,2,43,0,1
110000,2,2,3,45,2000,0
50000,1,1,2,32,0,0
170000,1,2,2,27,0,0
50000,2,3,1,44,1000,0
50000,2,2,1,26,2000,0
470000,2,2,1,27,5001,1
170000,2,2,2,33,0,0
80000,2,2,1,32,0,0
260000,2,1,1,60,0,0
160000,2,1,2,26,0,1
150000,1,2,1,50,5000,0
50000,1,2,2,42,0,0
80000,2,3,1,57,100,0
180000,2,1,2,29,0,0
410000,2,1,1,31,6384,0
50000,2,1,1,34,1000,0
450000,1,2,2,33,2515,0
200000,1,1,1,53,5000,1
220000,2,1,1,41,0,1
80000,2,2,1,32,0,0
200000,2,2,1,28,1504,0
180000,2,2,2,28,460,0
10000,2,2,1,31,322,0
220000,1,1,2,43,0,0
50000,2,3,1,35,640,0
80000,2,3,1,57,100,0
60000,1,1,2,30,1000,0
300000,2,3,1,29,0,0
270000,2,2,1,32,0,1
50000,2,1,1,32,2000,1
20000,2,2,2,40,0,0
360000,2,1,1,34,4230,0
20000,1,2,2,24,0,0
60000,2,1,2,26,0,0
260000,1,1,1,30,651,1
170000,1,2,2,31,3000,0
180000,2,3,1,34,2000,0
20000,1,1,1,38,850,0
30000,1,1,2,28,0,0
230000,2,2,2,38,2213,0
170000,2,1,2,28,5656,1
90000,2,2,2,25,3100,0
50000,2,2,1,36,190,0
70000,1,1,2,27,0,0
380000,1,1,2,30,0,1
140000,1,2,2,26,5400,1
220000,1,1,1,48,5500,1
50000,2,2,1,31,1047,1
60000,1,3,2,30,0,1
70000,1,1,2,51,5000,0
20000,1,2,2,25,0,1
610000,2,1,2,31,2000,0
180000,1,2,2,26,62,1
60000,2,2,1,46,1500,0
160000,2,1,2,26,0,1
180000,2,1,2,25,1622,0
210000,2,2,2,32,5000,0
110000,2,2,1,55,1000,0
630000,2,2,2,41,0,0
290000,2,1,2,29,0,1
50000,2,1,2,22,0,0
160000,2,1,2,28,2500,0
290000,2,3,2,27,0,0
230000,1,1,2,29,3000,0
130000,2,2,2,29,1365,0
170000,2,2,2,28,0,0
30000,1,3,1,58,1961,0
50000,1,2,3,42,1132,1
160000,2,1,2,29,5654,1
30000,1,2,2,47,0,0
480000,2,3,1,41,2000,0
200000,1,1,1,52,396,0
140000,1,1,1,34,5504,0
100000,1,2,2,37,2305,0
50000,1,2,1,36,20011,0
420000,2,2,2,31,2324,0
40000,2,1,2,48,1500,0
140000,1,2,1,30,2700,1
100000,2,2,2,26,1525,0
500000,2,3,2,42,0,0
140000,2,1,1,36,0,0
20000,1,2,2,23,10000,1
50000,2,3,1,46,654,0
30000,1,2,2,25,0,1
20000,2,2,2,40,0,0
70000,1,1,1,46,1800,0
80000,2,2,2,24,2200,0
150000,1,3,2,39,0,0
100000,2,2,1,38,1500,1
180000,2,2,1,38,5000,0
40000,2,2,2,24,1751,0
50000,2,2,2,24,3000,1
210000,2,2,1,47,0,0
100000,2,2,2,26,1525,0
490000,2,1,1,38,1139,0
120000,1,3,1,33,0,1
80000,2,3,2,35,2000,0
480000,2,3,1,41,2000,0
360000,2,1,2,29,0,1
150000,1,2,2,35,0,0
80000,2,2,2,34,0,0
50000,1,2,2,27,390,0
80000,2,1,2,29,0,0
160000,1,1,2,30,50000,0
30000,2,2,1,46,800,0
20000,1,2,2,25,0,0
50000,2,2,2,23,1000,0
230000,2,1,2,28,2000,0
500000,2,2,1,54,51582,0
50000,2,3,2,49,0,0
140000,1,1,2,31,2500,0
80000,2,2,2,40,2000,0
200000,1,3,2,52,3784,0
140000,2,1,2,28,4000,0
30000,2,3,2,53,7305,1
90000,1,1,2,23,2000,0
50000,2,2,1,43,501,0
330000,2,2,2,29,519,0
50000,1,2,2,27,390,0
90000,2,3,3,51,525,1
120000,2,2,2,35,240,1
50000,1,1,2,34,1030,0
90000,2,3,2,29,0,0
30000,1,2,1,35,0,0
30000,2,3,2,26,1500,0
110000,2,2,3,45,2000,0
120000,2,2,1,32,4003,0
50000,2,2,2,22,1000,0
180000,2,2,1,32,2000,1
200000,1,1,2,31,100,0
230000,2,2,1,32,2800,1
120000,1,2,1,44,0,0
50000,1,1,2,26,0,0
140000,2,2,2,23,1700,0
110000,1,1,3,55,0,1
30000,1,3,1,59,0,1
30000,1,2,2,32,1000,1
120000,2,2,1,32,5120,0
90000,2,2,1,40,0,0
50000,1,1,2,22,1170,0
360000,1,1,1,51,0,0
90000,1,2,2,35,1143,0
50000,2,2,2,22,567,0
20000,2,3,2,24,4739,0
30000,1,2,2,34,512,0
30000,1,2,2,28,0,1
210000,2,2,1,35,2000,0
210000,2,1,1,42,0,1
150000,1,3,2,39,0,0
30000,2,2,2,24,0,0
440000,2,1,2,29,6010,0
110000,2,1,1,48,0,0
140000,2,2,2,26,3304,1
300000,1,2,2,31,773,0
130000,2,1,1,33,0,1
150000,2,2,1,25,316,0
50000,1,2,2,23,1000,0
280000,2,2,1,56,6321,0
470000,1,2,2,27,10367,0
160000,2,1,1,38,1916,0
20000,2,1,2,22,1600,0
100000,2,2,1,30,3200,0
510000,2,1,2,35,2115,0
130000,2,2,1,33,4000,0
210000,2,2,1,35,2000,0
160000,1,1,2,30,0,0
470000,2,3,3,33,3000,0
100000,1,1,2,38,0,0
200000,2,2,2,33,3000,0
180000,2,1,1,38,0,0
30000,1,2,2,28,0,1
50000,1,2,1,44,1261,0
110000,2,1,2,25,3202,0
140000,2,2,2,26,1000,0
510000,2,1,2,35,2115,0
170000,2,1,2,31,398,1
250000,2,1,1,49,0,0
190000,2,1,2,41,0,1
280000,1,1,2,31,5000,0
200000,2,3,2,30,4500,0
60000,1,3,1,55,1500,0
50000,1,1,2,44,1000,0
90000,2,2,2,29,3000,0
90000,2,2,2,25,3100,0
330000,2,2,1,56,384,0
50000,1,1,1,56,1017,1
120000,1,2,2,26,5000,0
50000,1,1,1,41,1000,0
150000,1,2,1,50,5000,0
30000,2,3,2,26,1500,0
20000,1,2,2,29,0,0
200000,2,1,2,38,317,0
330000,2,2,2,29,519,0
330000,1,1,2,25,2566,0
360000,2,2,2,28,0,1
70000,1,3,2,42,1500,1
380000,1,2,2,32,8251,0
50000,2,1,2,33,0,0
60000,1,2,2,23,616,1
50000,2,3,1,40,1000,0
200000,2,1,1,35,0,0
50000,1,1,2,26,1000,1
500000,1,1,1,43,0,1
10000,1,2,2,27,700,1
150000,2,2,1,45,10675,0
50000,2,3,1,49,0,0
100000,2,1,2,28,3000,1
360000,1,1,1,43,68978,0
40000,2,2,1,32,0,0
50000,1,1,2,27,0,0
50000,2,2,2,22,0,0
30000,2,3,2,22,0,1
280000,2,2,2,27,0,0
20000,2,1,2,25,2000,1
50000,2,1,2,24,1400,0
200000,2,1,2,29,125,0
160000,1,1,2,30,0,0
50000,1,2,2,30,0,0
200000,2,3,2,47,7100,0
50000,1,1,2,27,0,0
230000,2,1,1,35,0,0
310000,1,2,1,44,2653,0
200000,2,2,1,32,1395,0
290000,1,3,1,47,369,0
230000,1,1,2,29,3000,0
80000,2,2,1,32,3100,0
260000,2,2,2,24,3000,0
120000,2,1,3,44,0,0
220000,1,1,1,43,0,1
440000,2,2,1,46,2701,0
290000,1,3,1,47,369,0
50000,1,2,1,48,2500,0
110000,2,2,2,32,3000,0
30000,2,3,2,52,0,1
110000,2,1,2,25,3202,0
20000,1,2,1,46,319,0
80000,2,2,1,30,500,0
100000,2,1,2,24,330,0
230000,1,1,1,39,660,0
360000,2,1,2,26,2963,0
70000,1,3,1,32,5500,0
30000,1,3,1,42,0,0
160000,2,2,2,27,2500,0
70000,2,2,2,28,0,0
50000,2,1,2,24,389,0
180000,2,2,2,35,0,0
380000,2,1,2,30,5000,0
80000,1,2,2,36,1500,0
90000,2,1,2,27,0,0
110000,1,1,3,55,0,1
110000,1,1,1,40,66,1
50000,1,2,2,23,1004,1
60000,1,1,2,30,1000,0
130000,1,3,1,56,0,1
140000,2,1,2,24,0,0
90000,2,1,2,34,2000,0
200000,2,1,1,38,0,0
260000,2,1,2,33,0,0
180000,1,2,1,36,0,1
50000,1,2,2,33,716,1
150000,1,2,1,43,5334,0
240000,2,2,2,38,563,0
60000,2,1,2,27,0,0
30000,2,2,2,34,3095,0
100000,1,2,1,29,0,0
30000,1,3,1,55,1500,1
30000,1,3,1,42,0,0
260000,2,1,2,30,6000,0
360000,2,2,2,32,10000,0
70000,2,3,1,27,2258,0
240000,2,2,1,33,8000,0
110000,2,2,2,36,2200,0
50000,2,1,2,25,1000,0
80000,2,2,2,40,2000,0
320000,1,2,2,29,1600,1
160000,2,1,2,29,5654,1
250000,2,1,1,49,0,0
80000,1,1,2,31,390,0
110000,1,1,1,40,5742,0
90000,2,1,2,23,4000,0
140000,2,2,2,24,0,0
230000,1,1,2,29,3000,0
10000,1,2,1,56,160,1
290000,1,3,1,47,369,0
60000,2,2,1,42,730,0
280000,1,2,1,41,5000,0
50000,1,2,2,41,684,0
150000,2,1,3,30,2050,0
150000,2,1,1,35,0,0
60000,1,1,2,25,2000,0
200000,2,3,0,51,390,0
200000,2,1,2,26,2015,0
70000,1,1,2,27,1000,0
360000,2,1,1,30,0,0
320000,1,1,2,27,3031,0
20000,2,3,1,40,780,0
250000,2,1,1,34,3920,0
20000,1,2,1,34,1000,1
80000,2,2,1,23,1,0
70000,2,2,2,28,0,0
50000,1,2,2,42,0,0
120000,2,1,2,34,2037,0
30000,2,2,1,38,1200,0
500000,1,1,1,43,0,1
150000,1,2,1,43,5334,0
500000,2,1,1,47,20000,0
170000,2,2,2,27,6200,0
170000,2,3,3,56,614,0
50000,1,3,1,57,600,0
230000,2,1,2,29,0,0
200000,2,1,1,37,2370,0
20000,2,3,2,49,1000,1
220000,2,2,2,27,153504,0
120000,1,3,1,33,0,1
50000,1,2,1,48,2500,0
160000,2,1,2,29,5654,1
140000,2,2,2,26,3304,1
50000,2,1,2,24,1400,0
210000,2,2,2,32,5000,0
60000,1,2,2,23,616,1
70000,2,1,2,25,2500,0
280000,2,3,1,40,0,0
20000,2,2,2,27,0,0
50000,1,1,2,26,1000,1
500000,2,2,2,23,19000,1
480000,2,3,1,41,2000,0
160000,2,2,2,27,2500,0
120000,2,1,3,44,0,0
50000,2,1,2,52,0,0
510000,2,1,2,29,65000,0
10000,1,2,1,56,160,1
230000,2,1,2,27,0,0
50000,1,1,2,34,1030,0
50000,1,2,2,23,1000,0
410000,2,2,2,27,5350,0
210000,2,2,2,32,5000,0
90000,2,2,2,34,0,0
500000,1,2,1,38,2132,0
360000,1,1,2,28,3219,0
230000,2,2,1,30,2959,1
700000,2,1,1,39,17785,0
30000,1,2,2,28,0,0
30000,2,3,2,52,0,1
200000,2,3,2,30,4500,0
20000,1,1,2,24,0,1
140000,1,1,2,31,2500,0
200000,2,2,1,32,10190,0
30000,2,1,1,31,1623,0
360000,2,1,1,40,4700,1
50000,2,1,1,34,1114,0
60000,2,1,2,26,0,0
50000,1,1,2,34,1030,0
240000,2,3,1,50,7714,1
30000,2,2,1,32,4985,0
20000,2,2,1,32,616,1
50000,1,1,2,28,0,0
360000,2,2,2,28,0,1
170000,1,1,1,53,361,0
230000,2,1,1,35,6000,0
350000,1,1,1,38,0,0
170000,2,2,1,37,5000,0
60000,2,2,1,42,730,0
100000,1,1,2,35,47970,0
390000,1,2,2,28,5042,0
130000,2,3,1,28,0,0
230000,2,2,1,32,2800,1
130000,2,3,2,49,0,1
200000,1,3,2,52,3784,0
50000,1,1,3,49,2000,0
50000,1,2,2,23,1500,1
60000,2,2,1,46,1500,0
50000,2,2,1,31,1047,1
210000,1,1,2,38,2502,0
130000,1,1,2,29,1500,0
440000,2,1,2,29,6010,0
230000,2,2,1,28,1000,1
500000,2,1,1,34,15816,0
50000,1,3,1,58,638,0
